Event Number,Occurred/Discovered Date and Time,Occurred Date,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend,Latitude,Longitude,Nearest Populated Centre,Province,Population Density,Incident Types,Company,Significant,Product Category,Product Type,Volume Released,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Pipeline or facility equipment involved,Rupture,Pipe body release,Residual effects on the environment,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Kilometre post,Emergency Level,Equipment or component involved,Nominal pipe size,Material,Licensed maximum operating pressure (kPa),Year of installation,Year when put into service,Repair type,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,STATION_NAME,DISTANCE_WEATHER_STATION_KM,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
INC2008-109,2008-11-17 2:00,2008-11-17,17.0,11.0,2008.0,Monday,2.0,47.0,0.0,56.14652,-120.66937,Taylor,British Columbia,Unknown Population Density (Historical Data Migration),"Fire, Release of Substance","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Mixed HVP Hydrocarbons,0.005,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,,Yes,No,No,No,,,,,Level I,"Processing Plant, Sulphur plant",,,,,,Replacement,No,,,No,No,,Replacement,No,FORT ST JOHN A,14.112532578363268,1183000,-9,,-12.2,,-5.7,,18.4,,0,,18.8,,10,,0,,0,,0,,27,,,M,,M
INC2008-110,2008-11-20 12:00,2008-11-20,20.0,11.0,2008.0,Thursday,5.0,47.0,0.0,59.20196,-121.5963,Fort Nelson,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Liquid,Condensate,10.0,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training",Inadequate Supervision,Operation,Employee / Contractor (Onsite),Yes,No,No,No,WEI - Cabin Lake Booster Station,,,,Level I,,,,,,,,No,,,No,No,,,No,FORT NELSON UA,88.97870807450784,1192950,-18.2,,-20,,-16.4,,2.8,,0,,2.8,,33,,,,,,0,,36.2,,,,,
INC2008-111,2008-11-26 3:00,2008-11-26,26.0,11.0,2008.0,Wednesday,4.0,48.0,0.0,55.56932,-121.94466,Chetwynd,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Miscellaneous,Amine,10.0,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,Operation,,Yes,No,No,No,,,,,Level I,"Processing Plant, Sulphur plant",,,,,,Replacement,No,,,No,No,,Replacement,No,CHETWYND A,40.15129930023738,1181508,,,,,,,0,,0,,0,,8,,,,,,,,,,,,,
INC2008-114,2008-11-28 4:33,2008-11-28,28.0,11.0,2008.0,Friday,6.0,48.0,0.0,49.68017,-96.64917,Winnipeg,Manitoba,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, External Interference, Company Contractor",External Interference,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),Yes,No,No,No,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Mainline Valve + Offset (km),Level I,"Station/Facility, Metering, Delivering, Valve, Ball, Other (please explain)",,,,,,Rebuilt,No,,,No,No,11/28/2008,Repair,No,OAKBANK,16.72620877906307,5022051,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2008-113,2008-11-30 8:45,2008-11-30,30.0,11.0,2008.0,Sunday,1.0,49.0,1.0,55.5692,-121.94446,Chetwynd,British Columbia,10 or fewer dwelling units,"Release of Substance, Adverse Environmental Effects","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Miscellaneous,Glycol,2.0,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,Operation,,Yes,No,No,No,,,,Kilometer Post,Level I,,,,,,,,No,,,No,No,,,No,CHETWYND A,40.13413340814865,1181508,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2008-119,2008-12-05 4:50,2008-12-05,5.0,12.0,2008.0,Friday,6.0,49.0,0.0,55.032,-123.03098,McLeod Lake,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,WEI - McLeod Lake Compressor Station,,,,Level I,"Station/Facility, Compression, Fitting",,,,,,Replacement,No,,,No,No,,Replacement,No,MACKENZIE A,16.998768251936937,1184790,-3.5,,-5.3,,-1.7,,11.5,,,M,,M,,,0,,0,,0,,21.5,,91,,96,
INC2008-120,2008-12-08 12:00,2008-12-08,8.0,12.0,2008.0,Monday,2.0,50.0,0.0,49.75544,-97.2305,Winnipeg,Manitoba,10 or fewer dwelling units,Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,Mainline Valve + Offset (km) 18km West of Winnipeg,Level I,"Pipeline, Fitting, Nipple, Body",NPS 1/2,,0.0,,,,No,,,No,No,,,No,WINNIPEG A CS,23.653944966318456,502S001,-18.5,,-23.5,,-13.4,,0,,,M,,M,11,,1,,33,,0,,36.5,,,,,
INC2009-002,2009-01-14 9:00,2009-01-14,14.0,1.0,2009.0,Wednesday,4.0,3.0,0.0,43.11405,-79.46307,Lincoln,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 211 (Lincoln Compressor Station),,,Mile Post 211,Level I,"Station/Facility, Compression, Pipe",,,0.0,,,Replacement,No,,,No,No,1/15/2009,Replacement,No,SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,5.135876178037578,615S002,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2009-010,2009-02-06 7:07,2009-02-06,6.0,2.0,2009.0,Friday,6.0,6.0,0.0,43.11368,-79.46307,Lincoln,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Fuel Gas,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,Mile Post 211,Level I,"Station/Facility, Compression, Pipe",,,,,,Replacement,No,,,No,No,2/6/2009,Replacement,No,SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,5.176735015623084,615S002,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2009-015,2009-02-20 9:00,2009-02-20,20.0,2.0,2009.0,Friday,6.0,8.0,0.0,56.72686,-121.81832,Wonowon,British Columbia,10 or fewer dwelling units,"Serious Injury (CER or TSB), Release of Substance","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,0.0001,"Damage or deterioration mechanism, Material Loss, Internal Material Loss;Substandard Acts, Failure to follow procedure or policy or practice","Corrosion and Cracking, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria","Engineering and Planning, Inadequate Supervision",Operation,Employee / Contractor (Onsite),Yes,Yes,No,No,,,,Kilometer Post,Level III,"Station/Facility, Pigging, Launching, Piping",NPS 18,Carbon Steel,800.0,,,Rebuilt,No,,,No,No,,Repair,No,SIKANNI CHIEF,60.083250643811695,1187335,-2.8,,-10.5,,5,,0,,0,,0,,24,,,,,,0,,20.8,,,,,
INC2009-019,2009-03-04 4:20,2009-03-04,4.0,3.0,2009.0,Wednesday,4.0,10.0,0.0,49.91175,-98.51757,Portage La Prairie,Manitoba,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Liquid,Lube Oil,2.5,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 34 (Portage La Prarie Comp. Stn),,,,Level I,"Station/Facility, Compression, Pipe",NPS 1/2,,0.0,,,Replacement,No,,,No,No,,Replacement,No,BEAVER,14.89930832866368,5040166,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2009-021,2009-03-09 10:43,2009-03-09,9.0,3.0,2009.0,Monday,2.0,11.0,0.0,48.87172,-80.89396,Potter,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 102 (Potter Compressor Station),,,,Level I,"Station/Facility, Compression, Pipe",,,0.0,,,Replacement,No,,,No,No,3/9/2009,Replacement,No,TIMMINS VICTOR POWER A,63.81740856103994,6078285,-6.8,,-16.5,,2.9,,0,,0,,0,,90,,0,,0,,0,,24.8,,,M,,M
INC2009-026,2009-03-23 4:30,2009-03-23,23.0,3.0,2009.0,Monday,2.0,13.0,0.0,57.31724,-120.82153,Not specified,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,,"Damage or deterioration mechanism, External Interference, Third Party",External Interference,"Job or system factors, Inadequate communications, Inadequate communication methods ",Failure in communication,Operation,Employee / Contractor (Onsite),Yes,No,No,No,"10"" Dahl Pipeline",273.1,30.95531555,,Level I,"Station/Facility, Metering, Delivering, Piping",NPS 1/4,,0.0,,,Replacement,No,,,No,No,,Replacement,No,BASNETT,81.06130065441262,3070NLN,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2009-031,2009-04-07 2:00,2009-04-07,7.0,4.0,2009.0,Tuesday,3.0,15.0,0.0,54.97941,-121.06074,Tumbler Ridge,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Pipeline, Valve, Ball, Seal/Packing",,,,,,Replacement,No,,,No,No,,Replacement,No,CHETWYND A,52.05576854083645,1181508,3,,-3.3,,9.3,,0,,0,,0,,0,T,,,,,0,,15,,,,,
INC2009-032,2009-04-08 9:30,2009-04-08,8.0,4.0,2009.0,Wednesday,4.0,15.0,0.0,49.58574,-83.16712,Mattice,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Geotechnical Failure, Frost heave",Natural Force Damage,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 92 (Mattice Compressor Station),,,Mainline Valve + Offset (km),Level I,"Station/Facility, Compression, Pipe",,,,,,Rebuilt,No,,,No,No,4/9/2009,Repair,No,NAGAGAMI (AUT),68.98876983674414,6075543,-3.8,,-7.2,,-0.3,,0,,,M,,M,80,,28,,46,,0,,21.8,,71,,94,
INC2009-036,2009-04-09 5:00,2009-04-09,9.0,4.0,2009.0,Thursday,5.0,15.0,0.0,56.14652,-120.66917,Taylor,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sour,,"Substandard Acts, Failure to warn;Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Inadequate instructions or procedures","External Interference, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,Operation,,Yes,No,No,No,WEI - McMahon Gas Plant (Taylor Gas Plant),,,,Level I,"Processing Plant, Flare",,,0.0,,,,No,,,No,No,,,No,FORT ST JOHN A,14.100109515203364,1183000,2.8,,0.3,,5.2,,3.8,,3.8,,0,,30,,0,,0,,0,,15.2,,,M,,M
INC2009-035,2009-04-19 10:15,2009-04-19,19.0,4.0,2009.0,Sunday,1.0,17.0,1.0,58.65325,-122.68501,Fort Nelson,British Columbia,Unknown Population Density (Historical Data Migration),"Fire, Release of Substance","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Miscellaneous,Sulphur,0.004,"Damage or deterioration mechanism, Structural Degradation, Corrosion Fatigue",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,Operation,,Yes,No,No,No,WEI - Fort Nelson Gas Plant,,,,Level I,,,,,,,,No,,,No,No,,,No,FORT NELSON A,25.609344866121745,1192940,4.1,,-4,,12.2,,0,,0,,0,,20,,0,,0,,0,,13.9,,,M,,M
INC2009-034,2009-04-20 3:40,2009-04-20,20.0,4.0,2009.0,Monday,2.0,17.0,0.0,43.35064,-80.1193,Hamilton,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 1301 (Kirkwall Compressor Station),,,,Level I,"Station/Facility, Compression, Piping, Weld",NPS 1,Stainless Steel,0.0,,,Replacement,No,,,No,No,,Replacement,No,GUELPH TURFGRASS,2.4517536748468025,6143089,5.5,,3.5,,7.4,,,M,,M,,M,,,10,,50,,0,,12.5,,54,,100,
INC2009-037,2009-05-01 8:45,2009-05-01,1.0,5.0,2009.0,Friday,6.0,18.0,0.0,49.03329,-90.51006,Upsala,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 62 (Upsala Compressor Station),,,,Level I,"Station/Facility, Compression, Pipe",,,,,,Replacement,No,,,No,No,5/1/2009,Replacement,No,UPSALA (AUT),16.889706707397835,6049095,2.2,,-1.1,,5.4,,0.4,,,M,,M,,,31,,41,,0,,15.8,,46,,98,
INC2009-039,2009-05-06 1:35,2009-05-06,6.0,5.0,2009.0,Wednesday,4.0,19.0,0.0,53.63705,-112.01828,Vegreville,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,,NPS 3/8,,0.0,,,Replacement,No,,,No,No,5/7/2009,Replacement,No,ANDREW AGDM,13.688841731041277,3010237,8.3,,0.3,,16.3,,0,,,M,,M,,,5,,32,,0,,9.7,,34,,89,
INC2009-040,2009-05-06 10:00,2009-05-06,6.0,5.0,2009.0,Wednesday,4.0,19.0,0.0,49.26849,-122.93134,Burnaby,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,Trans Mountain Pipeline ULC,No,Liquid,Crude Oil - Sweet,305.0,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks;Job or system factors, Inadequate tools and equipment, Inadequate standards or specifications;Job or system factors, Inadequate tools and equipment, Inadequate adjustment or repair or maintenance;Job or system factors, Inadequate work standards, Inadequate monitoring of compliance ","Engineering and Planning, Standards and Procedures, Tools and Equipment",Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level III,,,,,,,,No,,,No,No,,,No,N VANC GROUSE MTN RESORT,9.523819430015282,1105658,2.3,,-0.5,,5,,0,T,0,,0,T,0,,,,,,0,,15.7,,,,,
INC2009-042,2009-05-07 9:15,2009-05-07,7.0,5.0,2009.0,Thursday,5.0,19.0,0.0,45.31394,-73.48289,Not specified,Quebec,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 802 (Candiac Compressor Station),,,,Level I,"Station/Facility, Compression, Valve",,,,,,,No,,,No,No,,,No,STE GENEVIEVE,2.6306806138404912,7027280,10.5,,8.5,,12.5,,5.2,,5.2,,0,,0,,,,,,0,,7.5,,,,,
INC2009-041,2009-05-11 8:15,2009-05-11,11.0,5.0,2009.0,Monday,2.0,20.0,0.0,54.93272,-117.25214,Valleyview,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Material Loss, External Material Loss",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate planning of use",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,,,,,,,,No,,,No,No,,,No,VALLEYVIEW AGDM,16.20102177983534,3076680,10.8,,1.3,,20.2,,0,,,M,,M,,,9,,50,,0,,7.2,,15,,69,
INC2009-045,2009-05-22 5:00,2009-05-22,22.0,5.0,2009.0,Friday,6.0,21.0,0.0,51.55484,-107.996,Rosetown,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,Kinder Morgan Cochin ULC,No,Gas,Propane,6.36,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Cochin Soveriegn Station,,,,Level I,"Station/Facility, Compression, Pipe",,,,,,Rebuilt,No,,,No,No,5/22/2009,Repair,No,ROSETOWN EAST,39.14963657143808,4046884,5.4,,-3.2,,14,,0,,,M,,M,,,34,,37,,0,,12.6,,26,,98,
INC2009-048,2009-05-25 4:30,2009-05-25,25.0,5.0,2009.0,Monday,2.0,22.0,0.0,55.67738,-112.18288,Wandering River,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NGTL - North Duncan Meter Station,,,,Level I,"Station/Facility, Metering, Delivering, Valve, Pressure relief, Bonnet",,,,,,Replacement,No,,,No,No,,Replacement,No,MAY LO,34.26441880557746,3064300,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2009-049,2009-06-02 12:00,2009-06-02,2.0,6.0,2009.0,Tuesday,3.0,23.0,0.0,53.63705,-112.01829,Vegreville,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NGTL - Ben's Lake Compressor Station,,,,Level I,"Station/Facility, Compression, Pipe",NPS 3/8,Stainless Steel,0.0,,,Replacement,No,,,No,No,,Replacement,No,ANDREW AGDM,13.688373439446465,3010237,11.2,,0.1,,22.2,,0,,,M,,M,,,0,,0,,0,,6.8,,16,,80,
